0,0
1,0
2,0
3,0
4,1
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,1
51,0
52,1
53,1
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,1
65,1
66,4
67,6
68,3
69,0
70,0
71,3
72,4
73,2
74,4
75,6
76,3
77,5
78,3
79,3
80,3
81,0
82,3
83,3
84,0
85,9
86,10
87,15
88,31
89,26
90,14
91,22
92,23
93,21
94,22
95,41
96,59
97,77
98,112
99,106
100,140
101,151
102,186
103,151
104,137
105,128
106,113
107,142
108,147
109,182
110,154
111,143
112,128
113,109
114,126
115,144
116,125
117,86
118,88
119,97
120,123
121,101
122,128
123,106
124,98
125,132
126,228
127,285
128,356
129,340
130,396
131,395
132,414
133,532
134,506
135,663
136,797
137,912
138,938
139,790
140,701
141,573
142,448
143,479
144,469
145,505
146,496
147,485
148,424
149,466
150,418
151,367
152,294
153,318
154,281
155,240
156,214
157,189
158,161
159,196
160,194
161,198
162,161
163,176
164,165
165,165
166,197
167,198
168,211
169,215
170,226
171,261
172,257
173,237
174,239
175,263
176,314
177,319
178,357
179,362
180,428
181,460
182,440
183,417
184,482
185,456
186,533
187,482
188,480
189,507
190,513
191,524
192,476
193,549
194,524
195,510
196,519
197,543
198,521
199,520
200,501
201,552
202,586
203,560
204,579
205,572
206,577
207,633
208,648
209,652
210,621
211,653
212,624
213,657
214,637
215,685
216,650
217,657
218,666
219,653
220,614
221,648
222,625
223,642
224,640
225,667
226,675
227,629
228,673
229,665
230,707
231,663
232,638
233,629
234,575
235,625
236,580
237,564
238,586
239,542
240,521
241,510
242,464
243,387
244,414
245,371
246,383
247,377
248,357
249,390
250,370
251,414
252,523
253,668
254,484
255,63
