0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,2
35,39
36,109
37,123
38,281
39,494
40,379
41,329
42,281
43,235
44,275
45,309
46,376
47,424
48,827
49,1236
50,1135
51,836
52,489
53,506
54,874
55,1018
56,662
57,352
58,265
59,367
60,307
61,287
62,301
63,283
64,275
65,217
66,157
67,153
68,170
69,165
70,185
71,264
72,318
73,367
74,364
75,455
76,516
77,483
78,533
79,473
80,427
81,418
82,429
83,441
84,434
85,412
86,396
87,401
88,397
89,437
90,448
91,474
92,533
93,555
94,523
95,619
96,687
97,692
98,695
99,746
100,725
101,808
102,794
103,772
104,836
105,828
106,821
107,839
108,878
109,883
110,1098
111,894
112,859
113,888
114,879
115,857
116,815
117,789
118,821
119,799
120,846
121,748
122,798
123,752
124,710
125,694
126,693
127,682
128,739
129,649
130,647
131,611
132,636
133,628
134,538
135,549
136,522
137,479
138,433
139,414
140,371
141,334
142,297
143,334
144,306
145,258
146,253
147,226
148,235
149,240
150,227
151,200
152,185
153,191
154,181
155,159
156,165
157,190
158,157
159,170
160,150
161,140
162,134
163,117
164,127
165,120
166,115
167,112
168,98
169,95
170,95
171,76
172,78
173,89
174,61
175,70
176,67
177,67
178,58
179,45
180,53
181,47
182,47
183,58
184,39
185,38
186,27
187,25
188,43
189,26
190,34
191,34
192,49
193,41
194,22
195,27
196,9
197,5
198,3
199,4
200,1
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
